"";"x";"predicted";"conf.low";"conf.high";"group"
"224";2,2;0,608597722192945;0,645006584878339;0,568454690856594;"Static REW"
"225";2,24;0,191507343933578;0,217035163821593;0,165147213885357;"Dynamic non-REW"
"226";2,24;0,190375500073999;0,215672585763288;0,164262501880881;"Static non-REW"
"227";2,24;0,710899829301501;0,744348268287286;0,67307513178975;"Dynamic REW"
"228";2,24;0,613296546758866;0,649705159701194;0,573103729929168;"Static REW"
"229";2,32;0,192058479173769;0,217636352367258;0,165644386660682;"Dynamic non-REW"
"230";2,32;0,190923776130767;0,216270473949282;0,164757337484647;"Static non-REW"
"231";2,32;0,712048379449188;0,745466716541044;0,674242461924594;"Dynamic REW"
"232";2,32;0,614473298045684;0,650881467671763;0,574268266629767;"Static REW"
"233";2,36;0,193165199126529;0,218843094283479;0,166643229885529;"Dynamic non-REW"
"234";2,36;0,192024762068889;0,217470606470901;0,165751484214939;"Static non-REW"
"235";2,36;0,714343334072618;0,747700820059185;0,676575521141648;"Dynamic REW"
"236";2,36;0,616827904696209;0,653234837971804;0,576598601310592;"Static REW"
"237";2,4;0,196520058636209;0,222497423870539;0,169674756078923;"Dynamic non-REW"
"238";2,4;0,195362300535075;0,221104962083177;0,168768838055756;"Static non-REW"
"239";2,4;0,721207740744642;0,754377714061586;0,683558340303878;"Dynamic REW"
"240";2,4;0,623897404044178;0,660296572306979;0,583598070689663;"Static REW"
"241";2,44;0,198214969533743;0,224341577996804;0,171208334952976;"Dynamic non-REW"
"242";2,44;0,197048495501817;0,222939087261198;0,170295265137583;"Static non-REW"
"243";2,44;0,724623383986869;0,757696063800713;0,687036530085613;"Dynamic REW"
"244";2,44;0,627430268290237;0,663823461946323;0,587097285878644;"Static REW"
"245";2,48;0,202216237563943;0,228689757554778;0,174834072488242;"Dynamic non-REW"
"246";2,48;0,201029280505614;0,227263788772827;0,173904106815942;"Static non-REW"
"247";2,48;0,732549525854104;0,765386390487144;0,695116765521888;"Dynamic REW"
"248";2,48;0,635668329317792;0,67204120622261;0,595261451192592;"Static REW"
"249";2,52;0,205681470895069;0,232450741138732;0,177978587829682;"Dynamic non-REW"
"250";2,52;0,204476880987101;0,231004565601966;0,177034082940416;"Static non-REW"
"251";2,52;0,739260179396792;0,771882707726575;0,701972378460882;"Dynamic REW"
"252";2,52;0,642687882503403;0,679032778930973;0,602227452122145;"Static REW"
"253";2,56;0,209164258220945;0,236227717193861;0,181141834347014;"Dynamic non-REW"
"254";2,56;0,207942045871976;0,234761232050716;0,180182932473895;"Static non-REW"
"255";2,56;0,745863626236054;0,77825846809745;0,708736131135452;"Dynamic REW"
"256";2,56;0,64963675470333;0,685941369824693;0,60913539110104;"Static REW"
"257";2,6;0,210912905226915;0,238122908589344;0,182731112200077;"Dynamic non-REW"
"258";2,6;0,209681882797963;0,236646197488129;0,181765094609508;"Static non-REW"
"259";2,6;0,749126466946945;0,78140277097905;0,712084504143049;"Dynamic REW"
"260";2,6;0,653085860964444;0,689365678540373;0,612568825951763;"Static REW"
"261";2,64;0,212669331028464;0,240025558385816;0,184328382167008;"Dynamic non-REW"
"262";2,64;0,211429484870491;0,238538549956344;0,183355300132439;"Static non-REW"
"263";2,64;0,752368798327241;0,784524028997514;0,715415079664788;"Dynamic REW"
"264";2,64;0,656523718870815;0,69277580706409;0,615993927525929;"Static REW"
"265";2,68;0,215025481025424;0,242575987408139;0,186472853783948;"Dynamic non-REW"
"266";2,68;0,213773838615974;0,241075291425476;0,18549024710801;"Static non-REW"
"267";2,68;0,75666360611733;0,788653401503854;0,719831778655753;"Dynamic REW"
"268";2,68;0,661093820549477;0,697305356841004;0,62055027710081;"Static REW"
"269";2,72;0,217398134740717;0,245142119564795;0,188634449766625;"Dynamic non-REW"
"270";2,72;0,216134660248217;0,243627758912582;0,187642224970067;"Static non-REW"
"271";2,72;0,760925935024908;0,792745745865012;0,724220818615923;"Dynamic REW"
"272";2,72;0,665648093121782;0,701814974632354;0,625094528153223;"Static REW"
"273";2,76;0,219793711287221;0,247730389767464;0,190819561674432;"Dynamic non-REW"
"274";2,76;0,218518338185962;0,246202322897035;0,189817631040259;"Static non-REW"
"275";2,76;0,765166486650244;0,796812686812649;0,72859142567951;"Dynamic REW"
"276";2,76;0,670198023320839;0,706316712063003;0,629637271546701;"Static REW"
"277";2,8;0,224029261418988;0,252300972110722;0,194688551577029;"Dynamic non-REW"
"278";2,8;0,222732968685492;0,250748807819071;0,193669567331726;"Static non-REW"
"279";2,8;0,772511548394257;0,803842802129394;0,736175902919883;"Dynamic REW"
"280";2,8;0,678124880327608;0,714150303696748;0,637559199803362;"Static REW"
"281";2,84;0,225248913140466;0,253615800913107;0,195803920655949;"Dynamic non-REW"
"282";2,84;0,223946624512667;0,252056745080941;0,194780034923293;"Static non-REW"
"283";2,84;0,774590931364053;0,805829497617811;0,738326637671688;"Dynamic REW"
"284";2,84;0,680379803823432;0,716376425294314;0,639814603176216;"Static REW"
"285";2,88;0,227091441832838;0,255600619912957;0,197490412716104;"Dynamic non-REW"
"286";2,88;0,225780119054533;0,25403121293809;0,196459108681894;"Static non-REW"
"287";2,88;0,7777023695344;0,808800363068534;0,741546389398566;"Dynamic REW"
